ImageName,Q1 Score,Q2 Score,Q3 Score,Q4 Score,Q5 Score,Q6 Score
GG-BH (1914).jpg,68.43037,53.246906,49.33269,37,16,31.706657
GG-BH (1915).jpg,86,80,79,30,21,15
GG-BH (1916).jpg,67.7983,65,70,38.306892,18,30.698185
GG-BH (192).jpg,58.66608,50,51,41,39,27.29103
GG-BH (193).jpg,80,78,59.985065,50,38,32
GG-BH (195).jpg,66.18407,60,52,40,21,30.468842
GG-BH (196).jpg,65,56,61,40,36,15.604998
GG-BH (197).jpg,75,67,79,18,19,14.809223
GG-BH (198).jpg,76,80,82,27,26.289888,17
GG-BH (199).jpg,56,50,61,40,28.371204,24
GG-BH (2).jpg,52.21083,50,59,15.078245,22,16
GG-BH (201).jpg,52.51699,50,56,25.521421,16.60894,22
GG-BH (202).jpg,50.012333,52,56,36,30,36
GG-BH (205).jpg,61.67466,60,61,39,34,29
GG-BH (206).jpg,69.98885,60,60,46.51278,19,18
GG-BH (207).jpg,65,70,63,22,19,20.518288
GG-BH (208).jpg,48.551613,40,42,37.851925,49,48
GG-BH (213).jpg,57.51004,56.60596,58,42.79954,45,46
GG-BH (214).jpg,66,60,67,22,28,24.819454
GG-BH (219).jpg,78.97914,52.72073,60,27,30,32
GG-BH (220).jpg,65,65,53,40,41,30
GG-BH (225).jpg,58.285896,56,56,31,40,32
GG-BH (226).jpg,53.38611,50,63,48.79253,17.700901,31
GG-BH (231).jpg,54.266666,57,50,21.450413,42,11.847109
GG-BH (232).jpg,49.467575,47,43,20,25.237432,26.318314
GG-BH (26).jpg,66.52203,50,52,40,40,16.559399
GG-BH (27).jpg,59.7593,50,58,15.754137,40,38.07651
GG-BH (28).jpg,52.42008,70,51,40.52125,22.836946,20
GG-BH (39).jpg,66.61165,53,54,14.562395,19,16
GG-BH (45).jpg,61.38568,50,53,15,40,24.132484
GG-BH (46).jpg,56.52471,53,56,15.851591,30.861809,30.684525
GG-BH (47).jpg,49.810673,42.2346,49,16,37,19.540209
GG-BH (69).jpg,53.52915,50,52,40,20.271576,31
GG-BH (70).jpg,57.183617,47,47,59,31,36
GG-BH (71).jpg,54.809532,43,41,38.254745,16,19
GG-BH (72).jpg,65.366196,50,55,35.558544,38.49607,16.468311
GG-BH (82).jpg,68.38282,50,52,39,21.878548,21
GG-BH (85).jpg,54.545193,53,50,52,31.52511,19.735973
GG-BH (86).jpg,72.78984,80,70.44145,18,19.423304,19
GG-BH (95).jpg,70.95503,80,85,17,21.011858,20
GG-DL (1).jpg,68.43037,53.246906,49.33269,37,16,31.706657
GG-DL (102).jpg,86,80,79,30,21,15
GG-DL (103).jpg,67.7983,65,70,38.306892,18,30.698185
GG-DL (1058).jpg,58.66608,50,51,41,39,27.29103
GG-DL (1059).jpg,80,78,59.985065,50,38,32
GG-DL (1065).jpg,66.18407,60,52,40,21,30.468842
GG-DL (1066).jpg,65,56,61,40,36,15.604998
GG-DL (112).jpg,75,67,79,18,19,14.809223
GG-DL (113).jpg,76,80,82,27,26.289888,17
GG-DL (1153).jpg,52.707016,50,53,37,26.1702,18.26783
GG-DL (116).jpg,52.716534,50,59.56295,23.31845,28.324663,18
GG-DL (1184).jpg,49.29267,43.54608,46,17,20.522625,15
GG-DL (1185).jpg,45.92417,40,47,55.321854,50,56
GG-DL (1186).jpg,57.8302,58.596863,52,44.38459,58,51
GG-DL (1187).jpg,54.42485,52,53,47,46,41
GG-DL (1190).jpg,57,53,56,35.92128,42.981457,41
GG-DL (1197).jpg,50.37568,50,51,41,29.50013,30
GG-DL (125).jpg,50.855698,50,59,23,22.647865,18
GG-DL (126).jpg,54.400383,52,58,44.811096,26.738768,21.343872
GG-DL (127).jpg,65,65,53,40,41,30
GG-DL (138).jpg,58.285896,56,56,31,40,32
GG-DL (139).jpg,53.38611,50,63,48.79253,17.700901,31
GG-DL (140).jpg,54.266666,57,50,21.450413,42,11.847109
GG-DL (141).jpg,49.467575,47,43,20,25.237432,26.318314
GG-DL (142).jpg,66.52203,50,52,40,40,16.559399
GG-DL (143).jpg,59.7593,50,58,15.754137,40,38.07651
GG-DL (144).jpg,52.42008,70,51,40.52125,22.836946,20
GG-DL (145).jpg,66.61165,53,54,14.562395,19,16
GG-DL (147).jpg,61.38568,50,53,15,40,24.132484
GG-DL (150).jpg,56.52471,53,56,15.851591,30.861809,30.684525
GG-DL (152).jpg,49.810673,42.2346,49,16,37,19.540209
GG-DL (157).jpg,53.52915,50,52,40,20.271576,31
GG-DL (1655).jpg,57.183617,47,47,59,31,36
GG-DL (1660).jpg,54.809532,43,41,38.254745,16,19
GG-DL (1661).jpg,65.366196,50,55,35.558544,38.49607,16.468311
GG-DL (1664).jpg,68.38282,50,52,39,21.878548,21
GG-DL (1667).jpg,54.545193,53,50,52,31.52511,19.735973
GG-DL (1668).jpg,72.78984,80,70.44145,18,19.423304,19
GG-DL (1673).jpg,70.95503,80,85,17,21.011858,20
GG-DL (1680).jpg,68.43037,53.246906,49.33269,37,16,31.706657
GG-DL (171).jpg,86,80,79,30,21,15
GG-DL (172).jpg,67.7983,65,70,38.306892,18,30.698185
GG-DL (173).jpg,58.66608,50,51,41,39,27.29103
GG-DL (176).jpg,80,78,59.985065,50,38,32
GG-DL (18).jpg,66.18407,60,52,40,21,30.468842
GG-DL (181).jpg,65,56,61,40,36,15.604998
GG-DL (185).jpg,75,67,79,18,19,14.809223
GG-DL (186).jpg,76,80,82,27,26.289888,17
GG-DL (187).jpg,68,61,60,13.598988,25,21
GG-DL (19).jpg,75.54111,70,74,30,21,20.364067
GG-DL (196).jpg,63.13347,60,62,21,26,19
GG-DL (197).jpg,87,85,90,15,16,18
GG-DL (198).jpg,90,86,89,21.9435,25,22.383278
GG-DL (199).jpg,59,55,50,40,39,35
GG-DL (20).jpg,67,62,64,25,23.873497,16.748219
GG-DL (200).jpg,77.92572,65,70,27,28.892334,31.189045
GG-DL (25).jpg,69,64,70,15,20,18.31697
GG-DL (2605).jpg,59,60,60,27,20,24
GG-DL (2606).jpg,56.54886,54.93818,52,32,31.805841,38
GG-DL (2607).jpg,50.934517,57,52,19,23,15
GG-DL (2608).jpg,54,57,60,18,27.436743,21
GG-DL (31).jpg,58.979095,53.985096,53,24,34.233273,19.821304
GG-DL (32).jpg,53.34809,51.75594,60,17.678564,15.253238,14
GG-DL (37).jpg,65,59,63,16,20,25
GG-DL (39).jpg,64.0139,60,62,18,19.488092,27.84571
GG-DL (4).jpg,63,60,65,28.069181,26,18.880947
GG-DL (43).jpg,68,53,654,26.366858,20,18.77139
GG-DL (44).jpg,61.76346,60,64,20,24.529346,28.673939
GG-DL (49).jpg,62.32312,63,63,21,25,19
GG-DL (50).jpg,58,53,51,22,28,30
GG-DL (62).jpg,75,70,63,30,26,15
GG-DL (63).jpg,74.63894,70,62,28,17,18
GG-DL (64).jpg,65.11549,63.06982,63,21,30,21
GG-DL (7).jpg,88.06105,79.9518,,30,25,23
GG-DL (73).jpg,57.57171,52.281437,58,36,39.33506,30
GG-DL (78).jpg,58,56,54,38.090363,34,34.826096
GG-DL (79).jpg,56,53,58,17,20,17.013119
GG-DL (80).jpg,56,57,53,18,20,19
GG-DL (85).jpg,62.70208,52,61,18.871244,19,17
GG-DL (89).jpg,72.32497,60,51.21911,26,22.141253,16.864347
GG-DL (90).jpg,75.22804,60,53,30,23.043839,29
GG-DL (91).jpg,55.88293,53,52,16,20,21
GG-DL (92).jpg,59.532516,56,59,34,30,31
GG-GZ (103).jpg,55.83895,50,62,20,27.720238,19
GG-GZ (104).jpg,57.499504,54,56,15,20,23.606087
GG-GZ (105).jpg,51.68138,53.611515,57,18,20,23
GG-GZ (107).jpg,59.20806,53,54,15,24,30
GG-GZ (11).jpg,57.09402,52,53,34,29,19.00674
GG-GZ (119).jpg,77.444626,60,54,30,31,28
GG-GZ (12).jpg,74.656166,51,60,,17.282768,15.726715
GG-GZ (120).jpg,62.992226,63,60,16,20,22.320581
GG-GZ (129).jpg,68.52035,50,58,20,19,15.829176
GG-GZ (130).jpg,75.1082,60,73,30,18,24.860016
GG-GZ (137).jpg,62.330177,60,53.062172,26,20,34
GG-GZ (138).jpg,60.460342,58,51,18,26,36
GG-GZ (143).jpg,51,50,52,24,30,32.113926
GG-GZ (144).jpg,59,52,52,24.911121,17,16
GG-GZ (149).jpg,53.697823,54,58,16,22.60986,17
GG-GZ (150).jpg,53.204216,50,58,36,29,35
GG-GZ (163).jpg,61.355797,54,59,38,34,25
GG-GZ (168).jpg,59.724007,57,54,15.438888,36,25.891241
GG-GZ (173).jpg,55.701424,50,52,24,30,22.795109
GG-GZ (174).jpg,51,50,53,30,24,18.32404
GG-GZ (186).jpg,63.244286,60,63,30,34.55848,28.711662
GG-GZ (187).jpg,60,64,63,18,30,26.546665
GG-GZ (188).jpg,54,59,58,15,17,22.399845
GG-GZ (189).jpg,52.40899,51,56,16,19,17
GG-GZ (193).jpg,62.44879,60,55,25,27,20
GG-GZ (194).jpg,80,71.04573,85,19,17,16
GG-GZ (198).jpg,74.28571,50.195164,51,31.264072,21,35.42364
GG-GZ (199).jpg,57.950535,50,51,30.960045,30.917858,16.750109
GG-GZ (203).jpg,59,51,51.18082,17,32.697285,23.035847
GG-GZ (204).jpg,66.70216,66.555405,53,17.50553,15,15.626459
GG-GZ (21).jpg,53.79444,50,53,33.82003,17,18
GG-GZ (214).jpg,50.51928,52,58,15,30,20
GG-GZ (215).jpg,54.545193,53,50,52,31.52511,19.735973
GG-GZ (216).jpg,72.78984,80,70.44145,18,19.423304,19
GG-GZ (219).jpg,70.95503,80,85,17,21.011858,20
GG-GZ (220).jpg,68.43037,53.246906,49.33269,37,16,31.706657
GG-GZ (221).jpg,86,80,79,30,21,15
GG-GZ (243).jpg,67.7983,65,70,38.306892,18,30.698185
GG-GZ (244).jpg,58.66608,50,51,41,39,27.29103
GG-GZ (245).jpg,80,78,59.985065,50,38,32
GG-GZ (248).jpg,66.18407,60,52,40,21,30.468842
GG-GZ (249).jpg,65,56,61,40,36,15.604998
GG-GZ (250).jpg,75,67,79,18,19,14.809223
GG-GZ (29).jpg,76,80,82,27,26.289888,17
GG-GZ (35).jpg,52.707016,50,53,37,26.1702,18.26783
GG-GZ (36).jpg,52.716534,50,59.56295,23.31845,28.324663,18
GG-GZ (41).jpg,49.29267,43.54608,46,17,20.522625,15
GG-GZ (42).jpg,45.92417,40,47,55.321854,50,56
GG-GZ (55).jpg,57.8302,58.596863,52,44.38459,58,51
GG-GZ (56).jpg,54.42485,52,53,47,46,41
GG-GZ (57).jpg,57,53,56,35.92128,42.981457,41
GG-GZ (58).jpg,50.37568,50,51,41,29.50013,30
GG-GZ (59).jpg,50.855698,50,59,23,22.647865,18
GG-GZ (60).jpg,54.400383,52,58,44.811096,26.738768,21.343872
GG-GZ (61).jpg,65,65,53,40,41,30
GG-GZ (62).jpg,58.285896,56,56,31,40,32
GG-GZ (63).jpg,53.38611,50,63,48.79253,17.700901,31
GG-GZ (64).jpg,54.266666,57,50,21.450413,42,11.847109
GG-GZ (65).jpg,49.467575,47,43,20,25.237432,26.318314
GG-GZ (66).jpg,66.52203,50,52,40,40,16.559399
GG-GZ (67).jpg,59.7593,50,58,15.754137,40,38.07651
GG-GZ (68).jpg,52.42008,70,51,40.52125,22.836946,20
GG-GZ (69).jpg,66.61165,53,54,14.562395,19,16
GG-GZ (70).jpg,61.38568,50,53,15,40,24.132484
GG-GZ (71).jpg,56.52471,53,56,15.851591,30.861809,30.684525
GG-GZ (72).jpg,49.810673,42.2346,49,16,37,19.540209
GG-GZ (73).jpg,53.52915,50,52,40,20.271576,31
GG-GZ (74).jpg,57.183617,47,47,59,31,36
GG-GZ (75).jpg,54.809532,43,41,38.254745,16,19
GG-GZ (76).jpg,65.366196,50,55,35.558544,38.49607,16.468311
GG-GZ (79).jpg,68.38282,50,52,39,21.878548,21
GG-GZ (80).jpg,54.545193,53,50,52,31.52511,19.735973
GG-GZ (81).jpg,72.78984,80,70.44145,18,19.423304,19
GG-GZ (90).jpg,70.95503,80,85,17,21.011858,20
GG-LYG (103).jpg,68.43037,53.246906,49.33269,37,16,31.706657
GG-LYG (104).jpg,86,80,79,30,21,15
GG-LYG (106).jpg,67.7983,65,70,38.306892,18,30.698185
GG-LYG (107).jpg,58.66608,50,51,41,39,27.29103
GG-LYG (11).jpg,80,78,59.985065,50,38,32
GG-LYG (1165).jpg,66.18407,60,52,40,21,30.468842
GG-LYG (1166).jpg,65,56,61,40,36,15.604998
GG-LYG (1167).jpg,75,67,79,18,19,14.809223
GG-LYG (1173).jpg,76,80,82,27,26.289888,17
GG-LYG (1174).jpg,68,61,60,13.598988,25,21
GG-LYG (1175).jpg,75.54111,70,74,30,21,20.364067
GG-LYG (1181).jpg,63.13347,60,62,21,26,19
GG-LYG (1182).jpg,87,85,90,15,16,18
GG-LYG (1183).jpg,90,86,89,21.9435,25,22.383278
GG-LYG (1189).jpg,59,55,50,40,39,35
GG-LYG (1190).jpg,67,62,64,25,23.873497,16.748219
GG-LYG (1191).jpg,77.92572,65,70,27,28.892334,31.189045
GG-LYG (1197).jpg,69,64,70,15,20,18.31697
GG-LYG (1198).jpg,59,60,60,27,20,24
GG-LYG (1199).jpg,56.54886,54.93818,52,32,31.805841,38
GG-LYG (12).jpg,50.934517,57,52,19,23,15
GG-LYG (13).jpg,54,57,60,18,27.436743,21
GG-LYG (1359).jpg,58.979095,53.985096,53,24,34.233273,19.821304
GG-LYG (1360).jpg,53.34809,51.75594,60,17.678564,15.253238,14
GG-LYG (1361).jpg,65,59,63,16,20,25
GG-LYG (1362).jpg,64.0139,60,62,18,19.488092,27.84571
GG-LYG (1363).jpg,63,60,65,28.069181,26,18.880947
GG-LYG (1367).jpg,68,53,654,26.366858,20,18.77139
GG-LYG (1368).jpg,61.76346,60,64,20,24.529346,28.673939
GG-LYG (1369).jpg,62.32312,63,63,21,25,19
GG-LYG (1370).jpg,58,53,51,22,28,30
GG-LYG (1371).jpg,75,70,63,30,26,15
GG-LYG (14).jpg,74.63894,70,62,28,17,18
GG-LYG (1449).jpg,65.11549,63.06982,63,21,30,21
GG-LYG (1450).jpg,88.06105,79.9518,,30,25,23
GG-LYG (1451).jpg,57.57171,52.281437,58,36,39.33506,30
GG-LYG (1452).jpg,58,56,54,38.090363,34,34.826096
GG-LYG (1453).jpg,56,53,58,17,20,17.013119
GG-LYG (1454).jpg,56,57,53,18,20,19
GG-LYG (1455).jpg,62.70208,52,61,18.871244,19,17
GG-LYG (1456).jpg,72.32497,60,51.21911,26,22.141253,16.864347
GG-LYG (188).jpg,75.22804,60,53,30,23.043839,29
GG-LYG (189).jpg,55.88293,53,52,16,20,21
GG-LYG (190).jpg,59.532516,56,59,34,30,31
GG-LYG (196).jpg,55.83895,50,62,20,27.720238,19
GG-LYG (197).jpg,57.499504,54,56,15,20,23.606087
GG-LYG (198).jpg,51.68138,53.611515,57,18,20,23
GG-LYG (216).jpg,59.20806,53,54,15,24,30
GG-LYG (217).jpg,57.09402,52,53,34,29,19.00674
GG-LYG (218).jpg,77.444626,60,54,30,31,28
GG-LYG (219).jpg,74.656166,51,60,,17.282768,15.726715
GG-LYG (220).jpg,62.992226,63,60,16,20,22.320581
GG-LYG (221).jpg,68.52035,50,58,20,19,15.829176
GG-LYG (222).jpg,75.1082,60,73,30,18,24.860016
GG-LYG (223).jpg,62.330177,60,53.062172,26,20,34
GG-LYG (224).jpg,60.460342,58,51,18,26,36
GG-LYG (225).jpg,51,50,52,24,30,32.113926
GG-LYG (226).jpg,59,52,52,24.911121,17,16
GG-LYG (227).jpg,53.697823,54,58,16,22.60986,17
GG-LYG (228).jpg,53.204216,50,58,36,29,35
GG-LYG (229).jpg,61.355797,54,59,38,34,25
GG-LYG (25).jpg,59.724007,57,54,15.438888,36,25.891241
GG-LYG (27).jpg,55.701424,50,52,24,30,22.795109
GG-LYG (28).jpg,51,50,53,30,24,18.32404
GG-LYG (37).jpg,63.244286,60,63,30,34.55848,28.711662
GG-LYG (51).jpg,60,64,63,18,30,26.546665
GG-LYG (52).jpg,54,59,58,15,17,22.399845
GG-LYG (57).jpg,52.40899,51,56,16,19,17
GG-LYG (58).jpg,62.44879,60,55,25,27,20
GG-LYG (64).jpg,80,71.04573,85,19,17,16
GG-LYG (71).jpg,74.28571,50.195164,51,31.264072,21,35.42364
GG-LYG (73).jpg,57.950535,50,51,30.960045,30.917858,16.750109
GG-LYG (74).jpg,59,51,51.18082,17,32.697285,23.035847
GG-LYG (76).jpg,66.70216,66.555405,53,17.50553,15,15.626459
GG-LYG (78).jpg,53.79444,50,53,33.82003,17,18
GG-LYG (79).jpg,50.51928,52,58,15,30,20
GG-LYG (80).jpg,60.219955,90.25051,31.921528,54.676872,25.485586,19
GG-LYG (81).jpg,52.235214,41,53,28.262075,17.861677,23
GG-LYG (82).jpg,70,68,63,28,19,20.402428
GG-LYG (83).jpg,92.708115,88,67.7913,23,15,18.03778
GG-LYG (84).jpg,75.63228,63,69,19,23.788977,16
GG-LYG (85).jpg,60.790268,54,67,18,23,21
GG-LYG (86).jpg,67.20018,61,67,28,18,23.421482
GG-LYG (87).jpg,72.344734,64,66,20,28,36.52773
GG-LYG (88).jpg,71.72651,68,65,17,24,17
GG-LYG (89).jpg,85,81,74.12244,20,15.557508,25
GG-LYG (90).jpg,60.257706,58.47748,68,17,25,17.018633
GG-LYG (91).jpg,65.41687,52.99992,59,23,20,21
GG-LYG (93).jpg,29,25,26,20,27,23.854546
GG-LYG (94).jpg,83.010025,80.150375,65,24,24,30.904392
GG-LYG (95).jpg,80,65.870094,74,26,38.379925,20.911383
GG-LYG (96).jpg,56.775272,53.491344,63,26,19,17.025831
GG-LYG (97).jpg,65.6001,60,64,23,21,28.269928
GG-NB (10).jpg,58.5457,60.54125,64,33.531322,26,21.950975
GG-NB (108).jpg,70,65,67,23,20,19.267014
GG-NB (11).jpg,58.06946,55,54,29,25.653734,23.943142
GG-NB (1101).jpg,65,64,61,24,31.73885,18.60926
GG-NB (1102).jpg,63,53,57.650482,30,33.86431,20.889622
GG-NB (1107).jpg,50.32937,57,55.013725,25,33.910507,21
GG-NB (1108).jpg,65,58,58,28,22.346615,17
GG-NB (1109).jpg,62,54,57,29,17,21.301191
GG-NB (1110).jpg,77.24845,65,57,30,21,35.06252
GG-NB (1111).jpg,68,59,58,31,25,19.133688
GG-NB (1112).jpg,68,57,59,25,26,19
GG-NB (1113).jpg,71.20984,68,60,24,26,16.55929
GG-NB (1115).jpg,64,58,72,29,25,17.583818
GG-NB (1116).jpg,52.891136,51,72,25,35.978394,11.475457
GG-NB (1165).jpg,61.139946,59.33172,59,25,26,25.268093
GG-NB (1166).jpg,76.981926,69,63,24,28,12.204695
GG-NB (119).jpg,76.36443,72,63,30,29.761559,35.892902
GG-NB (120).jpg,62.242027,53,64,28,25.64708,22.019447
GG-NB (121).jpg,60.084793,60,63,31,24,29.66399
GG-NB (122).jpg,74.90649,63,63,26,21,17.787725
GG-NB (139).jpg,54,52,62,29,31,19.895899
GG-NB (140).jpg,57.205986,53,52,25,25.621792,15.825628
GG-NB (145).jpg,61,58,63,30,24,21.439741
GG-NB (151).jpg,52.412376,51,52,31,33,31.008923
GG-NB (1538).jpg,53,52,54.08719,26,29,14.941935
GG-NB (1539).jpg,64,63,58.65154,32,21,18.844582
GG-NB (155).jpg,59.037117,54,64,26,30,11.444836
GG-NB (156).jpg,74.335976,63,68,33,21,31.171696
GG-NB (157).jpg,69.60733,64,73,29,23,32.2111
GG-NB (158).jpg,58.5457,60.54125,64,33.531322,26,21.950975
GG-NB (159).jpg,70,65,67,23,20,19.267014
GG-NB (160).jpg,58.06946,55,54,29,25.653734,23.943142
GG-NB (161).jpg,65,64,61,24,31.73885,18.60926
GG-NB (162).jpg,63,53,57.650482,30,33.86431,20.889622
GG-NB (163).jpg,50.32937,57,55.013725,25,33.910507,21
GG-NB (164).jpg,65,58,58,28,22.346615,17
GG-NB (165).jpg,62,54,57,29,17,21.301191
GG-NB (166).jpg,77.24845,65,57,30,21,35.06252
GG-NB (167).jpg,68,59,58,31,25,19.133688
GG-NB (168).jpg,68,57,59,25,26,19
GG-NB (169).jpg,71.20984,68,60,24,26,16.55929
GG-NB (170).jpg,64,58,72,29,25,17.583818
GG-NB (171).jpg,52.891136,51,72,25,35.978394,11.475457
GG-NB (172).jpg,61.139946,59.33172,59,25,26,25.268093
GG-NB (173).jpg,76.981926,69,63,24,28,12.204695
GG-NB (174).jpg,76.36443,72,63,30,29.761559,35.892902
GG-NB (179).jpg,62.242027,53,64,28,25.64708,22.019447
GG-NB (188).jpg,60.084793,60,63,31,24,29.66399
GG-NB (189).jpg,74.90649,63,63,26,21,17.787725
GG-NB (190).jpg,54,52,62,29,31,19.895899
GG-NB (203).jpg,57.205986,53,52,25,25.621792,15.825628
GG-NB (204).jpg,61,58,63,30,24,21.439741
GG-NB (205).jpg,52.412376,51,52,31,33,31.008923
GG-NB (214).jpg,53,52,54.08719,26,29,14.941935
GG-NB (218).jpg,64,63,58.65154,32,21,18.844582
GG-NB (227).jpg,59.037117,54,64,26,30,11.444836
GG-NB (228).jpg,74.335976,63,68,33,21,31.171696
GG-NB (229).jpg,69.60733,64,73,29,23,32.2111
GG-NB (247).jpg,58.5457,60.54125,64,33.531322,26,21.950975
GG-NB (248).jpg,70,65,67,23,20,19.267014
GG-NB (25).jpg,58.06946,55,54,29,25.653734,23.943142
GG-NB (253).jpg,65,64,61,24,31.73885,18.60926
GG-NB (254).jpg,63,53,57.650482,30,33.86431,20.889622
GG-NB (26).jpg,50.32937,57,55.013725,25,33.910507,21
GG-NB (261).jpg,65,58,58,28,22.346615,17
GG-NB (271).jpg,62,54,57,29,17,21.301191
GG-NB (272).jpg,77.24845,65,57,30,21,35.06252
GG-NB (273).jpg,68,59,58,31,25,19.133688
GG-NB (280).jpg,68,57,59,25,26,19
GG-NB (287).jpg,71.20984,68,60,24,26,16.55929
GG-NB (296).jpg,64,58,72,29,25,17.583818
GG-NB (297).jpg,52.891136,51,72,25,35.978394,11.475457
GG-NB (298).jpg,61.139946,59.33172,59,25,26,25.268093
GG-NB (300).jpg,76.981926,69,63,24,28,12.204695
GG-NB (31).jpg,76.36443,72,63,30,29.761559,35.892902
GG-NB (326).jpg,62.242027,53,64,28,25.64708,22.019447
GG-NB (36).jpg,60.084793,60,63,31,24,29.66399
GG-NB (37).jpg,74.90649,63,63,26,21,17.787725
GG-NB (391).jpg,54,52,62,29,31,19.895899
GG-NB (392).jpg,57.205986,53,52,25,25.621792,15.825628
GG-NB (393).jpg,61,58,63,30,24,21.439741
GG-NB (394).jpg,52.412376,51,52,31,33,31.008923
GG-NB (395).jpg,53,52,54.08719,26,29,14.941935
GG-NB (396).jpg,64,63,58.65154,32,21,18.844582
GG-NB (50).jpg,59.037117,54,64,26,30,11.444836
GG-NB (51).jpg,74.335976,63,68,33,21,31.171696
GG-NB (52).jpg,69.60733,64,73,29,23,32.2111
GG-NB (53).jpg,61.139946,59.33172,59,25,26,25.268093
GG-NB (54).jpg,76.981926,69,63,24,28,12.204695
GG-NB (55).jpg,76.36443,72,63,30,29.761559,35.892902
GG-NB (56).jpg,62.242027,53,64,28,25.64708,22.019447
GG-NB (57).jpg,60.084793,60,63,31,24,29.66399
GG-NB (58).jpg,74.90649,63,63,26,21,17.787725
GG-NB (59).jpg,62,54,57,19,28,19
GG-NB (60).jpg,61,57,55,19.661373,31.842134,16.420118
GG-NB (61).jpg,59.218323,56,57,16,28.08474,12.216525
GG-NB (62).jpg,62,62,59,25,25.802141,10.047421
GG-NB (69).jpg,70,65,68,24,19,33.607925
GG-NB (71).jpg,74,71,69,23,30,19.030684
GG-NB (80).jpg,68,59,70,21,25,27.27663
GG-NB (81).jpg,77.2078,64,74,20,27.052996,17.265865
GG-NB (82).jpg,64,53,61,27,24,19.656528
GG-NB (849).jpg,64,58,62,24,27,20
GG-NB (9).jpg,60.7157,50.501354,64,29,25,33.23992
GG-NB (95).jpg,67,62,66,22,15.371285,24.625984
GG-NB (96).jpg,62,55,60,23,27.070559,32.93021
GG-NB (97).jpg,58.131744,53,61,21,18,33.029354
GG-QD (1).jpg,63,54,61,27,21,27.00771
GG-QD (10).jpg,63.83216,58.432434,60.30028,27.211094,25,23
GG-QD (103).jpg,75.99696,71,75.6148,22,24,17.690672
GG-QD (11).jpg,95.70555,80,86,28,24.079376,23.88116
GG-QD (115).jpg,89.01996,78,81,30,26,17
GG-QD (117).jpg,74.9404,68,67.145645,17,20.024439,15.044416
GG-QD (118).jpg,65.05993,61,63,30,38.389244,23.760513
GG-QD (119).jpg,60.214264,60,63,28,21,31.692978
GG-QD (12).jpg,65,52,64,21.622879,23,22.827751
GG-QD (128).jpg,81,74,79.36279,25,21,31.867992
GG-QD (13).jpg,81,72,89,17,26,22.235592
GG-QD (14).jpg,65,59,59,24,24,21.535591
GG-QD (141).jpg,82,77.47795,94.311806,21,15,17.54916
GG-QD (142).jpg,85,78,79,20.59704,15.2972975,21
GG-QD (143).jpg,84,73,72.86857,16,23,19.724684
GG-QD (15).jpg,85,75,80,20,17,17
GG-QD (154).jpg,76,74,73,25,32.828594,15.951787
GG-QD (157).jpg,78,62,72,21,36.41445,31
GG-QD (158).jpg,75,57,70,21,29,28
GG-QD (16).jpg,73,56.07784,72,35.58645,20,16.044369
GG-QD (167).jpg,73,67.36237,69,18,26,30.937107
GG-QD (168).jpg,65,57,58,10.540049,25,18.469778
GG-QD (17).jpg,65,63.579082,60,32.452103,18,15.843128
GG-QD (18).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
GG-QD (181).jpg,69.42335,57,59,25,36,21
GG-QD (182).jpg,65,59,64.74716,22.9913,21,19
GG-QD (1857).jpg,58,57.376842,53,36.530907,29,15.382286
GG-QD (1858).jpg,61,59,58,15,21,17.550367
GG-QD (1864).jpg,75.53479,68,73,40.033623,30,28.871803
GG-QD (1865).jpg,56.93391,54,57,23,33.9041,22.645329
GG-QD (187).jpg,63,54,61,27,21,27.00771
GG-QD (1871).jpg,63.83216,58.432434,60.30028,27.211094,25,23
GG-QD (1872).jpg,75.99696,71,75.6148,22,24,17.690672
GG-QD (1878).jpg,95.70555,80,86,28,24.079376,23.88116
GG-QD (1879).jpg,89.01996,78,81,30,26,17
GG-QD (1885).jpg,74.9404,68,67.145645,17,20.024439,15.044416
GG-QD (1886).jpg,65.05993,61,63,30,38.389244,23.760513
GG-QD (1892).jpg,60.214264,60,63,28,21,31.692978
GG-QD (1893).jpg,65,52,64,21.622879,23,22.827751
GG-QD (1899).jpg,81,74,79.36279,25,21,31.867992
GG-QD (19).jpg,81,72,89,17,26,22.235592
GG-QD (1900).jpg,65,59,59,24,24,21.535591
GG-QD (1906).jpg,82,77.47795,94.311806,21,15,17.54916
GG-QD (1907).jpg,85,78,79,20.59704,15.2972975,21
GG-QD (1913).jpg,84,73,72.86857,16,23,19.724684
GG-QD (1914).jpg,85,75,80,20,17,17
GG-QD (1920).jpg,76,74,73,25,32.828594,15.951787
GG-QD (1921).jpg,78,62,72,21,36.41445,31
GG-QD (1927).jpg,75,57,70,21,29,28
GG-QD (1928).jpg,73,56.07784,72,35.58645,20,16.044369
GG-QD (193).jpg,73,67.36237,69,18,26,30.937107
GG-QD (1934).jpg,65,57,58,10.540049,25,18.469778
GG-QD (1935).jpg,65,63.579082,60,32.452103,18,15.843128
GG-QD (1941).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
GG-QD (1942).jpg,69.42335,57,59,25,36,21
GG-QD (1948).jpg,65,59,64.74716,22.9913,21,19
GG-QD (1949).jpg,58,57.376842,53,36.530907,29,15.382286
GG-QD (1955).jpg,61,59,58,15,21,17.550367
